"TaxId","Project_Id","Project_Acc","Sort_By_ProjectType","Sort_By_DataType","Sort_By_Organism","Project_Subtype","Project_Target_Scope","Registration_Date","Project_Name","Project_Title","Project_Description","Organism_Name","Organism_Strain","Organism_Label","Sequencing_Status","Submitter_Organization"
1448651,235662,"PRJNA235662",286901,293214,207773,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis M1294","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis M1294","M1294","missing","Scaffolds","Broad Institute"
1448652,235663,"PRJNA235663",286900,293213,207774,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis M1295","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis M1295","M1295","missing","Scaffolds","Broad Institute"
1448653,235664,"PRJNA235664",286899,293212,207777,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis M1300","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis M1300","M1300","missing","Scaffolds","Broad Institute"
1448654,235665,"PRJNA235665",286898,293211,207778,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis M1304","TB-ARC - India","TB-ARC - India","Mycobacterium tuberculosis M1304","M1304","missing","Scaffolds","Broad Institute"
1427259,229655,"PRJNA229655",292091,298067,209444,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-180","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-180","XTB13-180","missing","Scaffolds","Broad Institute"
1427260,229656,"PRJNA229656",292090,298066,209445,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-182","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-182","XTB13-182","missing","Scaffolds","Broad Institute"
1427261,229657,"PRJNA229657",292089,298065,209446,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-183","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-183","XTB13-183","missing","Scaffolds","Broad Institute"
1427262,229658,"PRJNA229658",292088,298064,209447,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-184","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-184","XTB13-184","missing","Scaffolds","Broad Institute"
1427264,229660,"PRJNA229660",292086,298062,209449,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-186","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-186","XTB13-186","missing","Scaffolds","Broad Institute"
1427265,229661,"PRJNA229661",292085,298061,209450,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-187","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-187","XTB13-187","missing","Scaffolds","Broad Institute"
1427266,229662,"PRJNA229662",292084,298060,209451,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-188","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-188","XTB13-188","missing","Scaffolds","Broad Institute"
1427268,229664,"PRJNA229664",292082,298058,209453,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-190","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-190","XTB13-190","missing","Scaffolds","Broad Institute"
1427269,229665,"PRJNA229665",292081,298057,209454,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-191","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-191","XTB13-191","missing","Scaffolds","Broad Institute"
1427270,229666,"PRJNA229666",292080,298056,209455,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-192","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-192","XTB13-192","missing","Scaffolds","Broad Institute"
1427271,229667,"PRJNA229667",292079,298055,209456,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-193","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-193","XTB13-193","missing","Scaffolds","Broad Institute"
1427272,229668,"PRJNA229668",292078,298054,209457,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-194","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-194","XTB13-194","missing","Scaffolds","Broad Institute"
1427273,229669,"PRJNA229669",292077,298053,209458,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-195","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-195","XTB13-195","missing","Scaffolds","Broad Institute"
1427274,229670,"PRJNA229670",292076,298052,209459,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-196","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-196","XTB13-196","missing","Scaffolds","Broad Institute"
1427275,229671,"PRJNA229671",292075,298051,209460,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-197","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-197","XTB13-197","missing","Scaffolds","Broad Institute"
1427276,229672,"PRJNA229672",292074,298050,209461,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-198","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-198","XTB13-198","missing","Scaffolds","Broad Institute"
1427277,229673,"PRJNA229673",292073,298049,209462,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-199","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-199","XTB13-199","missing","Scaffolds","Broad Institute"
1427278,229674,"PRJNA229674",292072,298048,209463,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-200","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-200","XTB13-200","missing","Scaffolds","Broad Institute"
1427280,229677,"PRJNA229677",292069,298045,209465,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-203","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-203","XTB13-203","missing","Scaffolds","Broad Institute"
1427281,229678,"PRJNA229678",292068,298044,209466,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-204","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-204","XTB13-204","missing","Scaffolds","Broad Institute"
1427282,229679,"PRJNA229679",292067,298043,209467,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-205","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-205","XTB13-205","missing","Scaffolds","Broad Institute"
1427283,229680,"PRJNA229680",292066,298042,209468,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-206","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-206","XTB13-206","missing","Scaffolds","Broad Institute"
1427285,229682,"PRJNA229682",292064,298040,209470,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-208","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-208","XTB13-208","missing","Scaffolds","Broad Institute"
1427286,229683,"PRJNA229683",292063,298039,209471,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-209","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-209","XTB13-209","missing","Scaffolds","Broad Institute"
1427287,229685,"PRJNA229685",292061,298037,209472,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-210","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-210","XTB13-210","missing","Scaffolds","Broad Institute"
1427288,229686,"PRJNA229686",292060,298036,209473,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-211","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-211","XTB13-211","missing","Scaffolds","Broad Institute"
1427289,229687,"PRJNA229687",292059,298035,209474,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-212","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-212","XTB13-212","missing","Scaffolds","Broad Institute"
1427290,229688,"PRJNA229688",292058,298034,209475,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-213","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-213","XTB13-213","missing","Scaffolds","Broad Institute"
1427291,229689,"PRJNA229689",292057,298033,209476,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-214","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-214","XTB13-214","missing","Scaffolds","Broad Institute"
1427292,229690,"PRJNA229690",292056,298032,209477,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-216","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-216","XTB13-216","missing","Scaffolds","Broad Institute"
1427293,229691,"PRJNA229691",292055,298031,209478,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-217","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-217","XTB13-217","missing","Scaffolds","Broad Institute"
1427294,229692,"PRJNA229692",292054,298030,209479,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-218","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-218","XTB13-218","missing","Scaffolds","Broad Institute"
1427295,229693,"PRJNA229693",292053,298029,209480,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-219","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-219","XTB13-219","missing","Scaffolds","Broad Institute"
1427297,229695,"PRJNA229695",292051,298027,209481,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-225","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-225","XTB13-225","missing","Scaffolds","Broad Institute"
1427298,229696,"PRJNA229696",292050,298026,209482,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-227","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-227","XTB13-227","missing","Scaffolds","Broad Institute"
1427299,229697,"PRJNA229697",292049,298025,209483,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-228","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-228","XTB13-228","missing","Scaffolds","Broad Institute"
1427300,229698,"PRJNA229698",292048,298024,209484,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-229","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-229","XTB13-229","missing","Scaffolds","Broad Institute"
1427301,229699,"PRJNA229699",292047,298023,209485,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-230","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-230","XTB13-230","missing","Scaffolds","Broad Institute"
1427302,229700,"PRJNA229700",292046,298022,209486,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-231","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-231","XTB13-231","missing","Scaffolds","Broad Institute"
1427303,229701,"PRJNA229701",292045,298021,209487,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-232","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-232","XTB13-232","missing","Scaffolds","Broad Institute"
1427304,229702,"PRJNA229702",292044,298020,209488,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-233","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-233","XTB13-233","missing","Scaffolds","Broad Institute"
1427305,229703,"PRJNA229703",292043,298019,209489,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-234","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-234","XTB13-234","missing","Scaffolds","Broad Institute"
1427306,229704,"PRJNA229704",292042,298018,209490,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-235","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-235","XTB13-235","missing","Scaffolds","Broad Institute"
1427307,229705,"PRJNA229705",292041,298017,209491,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-237","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-237","XTB13-237","missing","Scaffolds","Broad Institute"
1427308,229706,"PRJNA229706",292040,298016,209492,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-238","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-238","XTB13-238","missing","Scaffolds","Broad Institute"
1427309,229707,"PRJNA229707",292039,298015,209493,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-239","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-239","XTB13-239","missing","Scaffolds","Broad Institute"
1427310,229708,"PRJNA229708",292038,298014,209494,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-240","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-240","XTB13-240","missing","Scaffolds","Broad Institute"
1427311,229709,"PRJNA229709",292037,298013,209495,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-241","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-241","XTB13-241","missing","Scaffolds","Broad Institute"
1427312,229710,"PRJNA229710",292036,298012,209496,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-242","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-242","XTB13-242","missing","Scaffolds","Broad Institute"
1427313,229711,"PRJNA229711",292035,298011,209497,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-244","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-244","XTB13-244","missing","Scaffolds","Broad Institute"
1427314,229712,"PRJNA229712",292034,298010,209498,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-245","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-245","XTB13-245","missing","Scaffolds","Broad Institute"
1427315,229713,"PRJNA229713",292033,298009,209499,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-246","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-246","XTB13-246","missing","Scaffolds","Broad Institute"
1427316,229714,"PRJNA229714",292032,298008,209500,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-247","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-247","XTB13-247","missing","Scaffolds","Broad Institute"
1427317,229715,"PRJNA229715",292031,298007,209501,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-249","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-249","XTB13-249","missing","Scaffolds","Broad Institute"
1427318,229716,"PRJNA229716",292030,298006,209502,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-250","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-250","XTB13-250","missing","Scaffolds","Broad Institute"
1427319,229717,"PRJNA229717",292029,298005,209503,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-251","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-251","XTB13-251","missing","Scaffolds","Broad Institute"
1427320,229718,"PRJNA229718",292028,298004,209504,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-252","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-252","XTB13-252","missing","Scaffolds","Broad Institute"
1427321,229719,"PRJNA229719",292027,298003,209505,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-253","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-253","XTB13-253","missing","Scaffolds","Broad Institute"
1427322,229720,"PRJNA229720",292026,298002,209506,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-255","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-255","XTB13-255","missing","Scaffolds","Broad Institute"
1427323,229721,"PRJNA229721",292025,298001,209507,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-256","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-256","XTB13-256","missing","Scaffolds","Broad Institute"
1427324,229722,"PRJNA229722",292024,298000,209508,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-262","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-262","XTB13-262","missing","Scaffolds","Broad Institute"
1427325,229723,"PRJNA229723",292023,297999,209509,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-265","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-265","XTB13-265","missing","Scaffolds","Broad Institute"
1427327,229725,"PRJNA229725",292021,297997,209511,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-278","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-278","XTB13-278","missing","Scaffolds","Broad Institute"
1427329,229727,"PRJNA229727",292019,297995,209513,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-290","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-290","XTB13-290","missing","Scaffolds","Broad Institute"
1427330,229728,"PRJNA229728",292018,297994,209514,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis XTB13-299","TB-ARC - Belarus","TB-ARC - Belarus","Mycobacterium tuberculosis XTB13-299","XTB13-299","missing","Scaffolds","Broad Institute"
1438878,233322,"PRJNA233322",289133,295379,209216,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0117","TB-ARC CDRC Alland","TB-ARC CDRC Alland","Mycobacterium tuberculosis UT0117","UT0117","missing","Scaffolds","Broad Institute"
1438881,233330,"PRJNA233330",289125,295371,209123,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0006","TB-ARC CDRC Alland","TB-ARC CDRC Alland","Mycobacterium tuberculosis UT0006","UT0006","missing","Scaffolds","Broad Institute"
1438839,233332,"PRJNA233332",289123,295369,209129,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0014","TB-ARC CDRC Alland","TB-ARC CDRC Alland","Mycobacterium tuberculosis UT0014","UT0014","missing","Scaffolds","Broad Institute"
1438841,233333,"PRJNA233333",289122,295368,209141,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0028","TB-ARC CDRC Alland","TB-ARC CDRC Alland","Mycobacterium tuberculosis UT0028","UT0028","missing","Scaffolds","Broad Institute"
1438887,233334,"PRJNA233334",289121,295367,209144,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0032","TB-ARC CDRC Alland","TB-ARC CDRC Alland","Mycobacterium tuberculosis UT0032","UT0032","missing","Scaffolds","Broad Institute"
1438836,233338,"PRJNA233338",289117,295363,209163,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0054","TB-ARC CDRC Alland","TB-ARC CDRC Alland","Mycobacterium tuberculosis UT0054","UT0054","missing","Scaffolds","Broad Institute"
1438832,233339,"PRJNA233339",289116,295362,209177,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0073","TB-ARC CDRC Alland","TB-ARC CDRC Alland","Mycobacterium tuberculosis UT0073","UT0073","missing","Scaffolds","Broad Institute"
1438834,233340,"PRJNA233340",289115,295361,209178,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0074","TB-ARC CDRC Alland","TB-ARC CDRC Alland","Mycobacterium tuberculosis UT0074","UT0074","missing","Scaffolds","Broad Institute"
1438879,233342,"PRJNA233342",289113,295359,209199,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0098","TB-ARC CDRC Alland","TB-ARC CDRC Alland","Mycobacterium tuberculosis UT0098","UT0098","missing","Scaffolds","Broad Institute"
1438892,233343,"PRJNA233343",289112,295358,209202,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0101","TB-ARC CDRC Alland","TB-ARC CDRC Alland","Mycobacterium tuberculosis UT0101","UT0101","missing","Scaffolds","Broad Institute"
